id,date,asset_id,lot_id,methodology_id,clean_price,accrued_interest,indexer_id,indexer_percentage,spread_over_indexer,spread_over_cdi,spread_over_inflation,cash_flow,currency_id,last_valuation_flag,created_at,updated_at,duration_years
15263270,2026-03-05 09:00:00-03,20451,1,2,68.51171267,10.03054855,1,1.00000000,0.17000000,0.02909606,,-68.51171267,2,f,2026-05-10 00:45:28.601333-03,,
15263300,2026-03-06 00:00:00-03,20451,1,2,68.51171267,10.07949804,1,1.00000000,0.17000000,0.02761486,,0.00000000,2,f,2026-05-10 00:48:17.225652-03,,
15464284,2026-03-07 00:00:00-03,20451,1,2,68.51171267,10.07949804,1,1.00000000,0.17000000,0.02761486,,0.00000000,2,f,2026-05-10 09:10:15.763965-03,,
15464334,2026-03-08 00:00:00-03,20451,1,2,68.51171267,10.07949804,1,1.00000000,0.17000000,0.02761486,,0.00000000,2,f,2026-05-10 09:10:33.918787-03,,
15464390,2026-03-09 00:00:00-03,20451,1,2,68.51171267,10.12847803,1,1.00000000,0.17000000,0.02784616,,0.00000000,2,f,2026-05-10 09:10:53.006616-03,,
15464438,2026-03-10 00:00:00-03,20451,1,2,68.51171267,10.17748855,1,1.00000000,0.17000000,0.02953071,,0.00000000,2,f,2026-05-10 09:11:10.659413-03,,
15464488,2026-03-11 00:00:00-03,20451,1,2,68.51171267,10.22652961,1,1.00000000,0.17000000,0.02943597,,0.00000000,2,f,2026-05-10 09:11:28.141073-03,,
15464538,2026-03-12 00:00:00-03,20451,1,2,68.51171267,10.27560124,1,1.00000000,0.17000000,0.02761089,,0.00000000,2,f,2026-05-10 09:11:45.941601-03,,
15464590,2026-03-13 00:00:00-03,20451,1,2,68.51171267,10.32470345,1,1.00000000,0.17000000,0.02491618,,0.00000000,2,f,2026-05-10 09:12:04.619046-03,,
15464637,2026-03-14 00:00:00-03,20451,1,2,68.51171267,10.32470345,1,1.00000000,0.17000000,0.02491618,,0.00000000,2,f,2026-05-10 09:12:23.411564-03,,
15464689,2026-03-15 00:00:00-03,20451,1,2,68.51171267,10.32470345,1,1.00000000,0.17000000,0.02491618,,0.00000000,2,f,2026-05-10 09:12:41.565533-03,,
15464746,2026-03-16 00:00:00-03,20451,1,2,68.51171267,10.37383626,1,1.00000000,0.17000000,0.02811214,,0.00000000,2,f,2026-05-10 09:12:59.622667-03,,
15464798,2026-03-17 00:00:00-03,20451,1,2,68.51171267,10.42299969,1,1.00000000,0.17000000,0.02788840,,0.00000000,2,f,2026-05-10 09:13:19.274631-03,,
15665844,2026-03-18 00:00:00-03,20451,1,2,68.51171267,10.47219376,1,1.00000000,0.17000000,0.02731185,,0.00000000,2,f,2026-05-10 09:31:52.326195-03,,
15665895,2026-03-19 00:00:00-03,20451,1,2,68.51171267,10.52141849,1,1.00000000,0.17000000,0.02794295,,0.00000000,2,f,2026-05-10 09:32:10.590546-03,,
15866940,2026-03-20 00:00:00-03,20451,1,2,68.51171267,10.57067390,1,1.00000000,0.17000000,0.02594723,,0.00000000,2,f,2026-05-10 09:42:28.456992-03,,
15866988,2026-03-21 00:00:00-03,20451,1,2,68.51171267,10.57067390,1,1.00000000,0.17000000,0.02594723,,0.00000000,2,f,2026-05-10 09:42:46.638691-03,,
15867040,2026-03-22 00:00:00-03,20451,1,2,68.51171267,10.57067390,1,1.00000000,0.17000000,0.02594723,,0.00000000,2,f,2026-05-10 09:43:04.702175-03,,
15867096,2026-03-23 00:00:00-03,20451,1,2,68.51171267,10.61996001,1,1.00000000,0.17000000,0.02773703,,0.00000000,2,f,2026-05-10 09:43:23.628766-03,,
15867148,2026-03-24 00:00:00-03,20451,1,2,68.51171267,10.66927683,1,1.00000000,0.17000000,0.02602344,,0.00000000,2,f,2026-05-10 09:43:41.824362-03,,
15867202,2026-03-25 00:00:00-03,20451,1,2,68.51171267,10.71862439,1,1.00000000,0.17000000,0.02638472,,0.00000000,2,f,2026-05-10 09:44:00.316936-03,,
15867256,2026-03-26 00:00:00-03,20451,1,2,68.51171267,10.76800270,1,1.00000000,0.17000000,0.02495249,,0.00000000,2,f,2026-05-10 09:44:19.880339-03,,
16068256,2026-03-27 00:00:00-03,20451,1,2,68.51171267,10.81741179,1,1.00000000,0.17000000,0.02483609,,0.00000000,2,f,2026-05-10 09:51:01.565714-03,,
16068305,2026-03-28 00:00:00-03,20451,1,2,68.51171267,10.81741179,1,1.00000000,0.17000000,0.02483609,,0.00000000,2,f,2026-05-10 09:51:21.908914-03,,
16068359,2026-03-29 00:00:00-03,20451,1,2,68.51171267,10.81741179,1,1.00000000,0.17000000,0.02483609,,0.00000000,2,f,2026-05-10 09:51:40.112229-03,,
16068418,2026-03-30 00:00:00-03,20451,1,2,68.51171267,10.86685167,1,1.00000000,0.17000000,0.02514755,,0.00000000,2,f,2026-05-10 09:51:58.535113-03,,
16269459,2026-03-31 00:00:00-03,20451,1,2,68.51171267,10.91632236,1,1.00000000,0.17000000,0.02728300,,0.00000000,2,f,2026-05-10 10:08:56.97545-03,,
16269515,2026-04-01 00:00:00-03,20451,1,2,68.51171267,10.96582388,1,1.00000000,0.17000000,0.02759082,,0.00000000,2,f,2026-05-10 10:09:17.044792-03,,
16269571,2026-04-02 00:00:00-03,20451,1,2,68.51171267,11.01535625,1,1.00000000,0.17000000,0.02740256,,0.00000000,2,f,2026-05-10 10:09:35.62847-03,,
16269621,2026-04-03 00:00:00-03,20451,1,2,68.51171267,11.01535625,1,1.00000000,0.17000000,0.02740256,,0.00000000,2,f,2026-05-10 10:09:54.948525-03,,
16269677,2026-04-04 00:00:00-03,20451,1,2,68.51171267,11.01535625,1,1.00000000,0.17000000,0.02740256,,0.00000000,2,f,2026-05-10 10:10:14.812766-03,,
16269733,2026-04-05 00:00:00-03,20451,1,2,68.51171267,11.01535625,1,1.00000000,0.17000000,0.02740256,,0.00000000,2,f,2026-05-10 10:10:33.491975-03,,
16269795,2026-04-06 00:00:00-03,20451,1,2,68.51171267,11.06491949,1,1.00000000,0.17000000,0.02764657,,0.00000000,2,f,2026-05-10 10:10:53.212737-03,,
17658868,2026-04-07 00:00:00-03,20451,1,2,68.51171267,11.11451362,1,1.00000000,0.17000000,0.02697773,,0.00000000,2,f,2026-05-10 10:43:59.035651-03,,
17987631,2026-04-07 09:00:00-03,20451,1,2,68.49434534,11.11451362,1,1.00000000,0.17000000,0.02697773,,-68.49434534,2,f,2026-05-10 11:19:40.809359-03,,
17987796,2026-04-08 00:00:00-03,20451,1,2,68.49434534,11.16412784,1,1.00000000,0.17000000,0.02965766,,0.00000000,2,f,2026-05-11 14:21:05.739834-03,,
17987976,2026-04-09 00:00:00-03,20451,1,2,68.49434534,11.21377298,1,1.00000000,0.17000000,0.02972113,,0.00000000,2,f,2026-05-11 14:31:29.422063-03,,
